Serial,OPEID,InstitutionName,Address,City,ST,Zip,BwrsWhoEnteredRepayment Status,BwrsInDefault,CohortDefaultRate,TotalBwrsInDefault,TotalPrincipalOutstandingOnLoansInDefault
004154,00364700,Trinity University,One Trinity Place,San Antonio,TX,78212-7200,145,5,3.45%,133,536363
007058,02362000,Universal Technical Institute,721 Lockhaven Drive,Houston,TX,77073-9982,30,6,20%,410,430206
004165,00365100,University of Dallas,1845 East Northgate Drive,Irving,TX,75062-4799,88,9,10.23%,128,322117
004166,00365200,University of Houston,University Park,Houston,TX,77204-2010,425,56,13.18%,611,1885585
004160,01171100,University of Houston - Clear Lake,2700 Bay Area Boulevard,Houston,TX,77058-1002,31,11,35.48%,105,230336
004062,00358800,University of Mary Hardin-Baylor,9th & College Street,Belton,TX,76513-2599,86,8,9.3%,126,345754
004085,00359400,University of North Texas,Avenue C and Chestnut,Denton,TX,76203-5017,29,1,3.45%,237,607615
005158,00976800,University of North Texas Health Science Center at Fort Worth,3500 Camp Bowie Boulevard,Fort Worth,TX,76107-2699,138,5,3.62%,38,120522
004168,00365400,University of Saint Thomas,3800 Montrose Boulevard,Houston,TX,77006-4626,36,7,19.44%,71,174611
004091,00359900,University of Texas - Pan American,1201 West University Drive,Edinburg,TX,78539-2999,104,18,17.31%,255,955562
005159,00495100,University of Texas Health Science Center at Houston,7000 Fannin,Houston,TX,77030-5400,73,1,1.37%,84,226958
004162,00365900,University of Texas Health Science Center at San Antonio,7703 Floyd Curl Drive,San Antonio,TX,78229-3900,256,14,5.47%,283,695371
004177,00495200,University of Texas Medical Branch at Galveston,301 University Boulevard,Galveston,TX,77555-1305,127,5,3.94%,82,259106
004161,01001900,University of Texas Southwestern Medical Center (The),5323 Harry Hines Boulevard,Dallas,TX,75390-9096,241,9,3.73%,128,378046
004172,00365600,University of Texas at Arlington,701 South Nedderman Drive,Arlington,TX,76013-0000,102,28,27.45%,253,760518
004173,00365800,University of Texas at Austin,2400 Inner Campus Drive,Austin,TX,78712-0000,923,77,8.34%,1805,7339504
004174,00974100,University of Texas at Dallas,2601 North Floyd Road,Richardson,TX,75080-1407,119,34,28.57%,249,473949
004176,00366100,University of Texas at El Paso,500 West University,El Paso,TX,79968-0500,35,2,5.71%,201,762802
004169,01011500,University of Texas at San Antonio,One UTSA Circle,San Antonio,TX,78249-0600,160,40,25%,273,510072
004041,00357800,University of the Incarnate Word,4301 Broadway,San Antonio,TX,78209-6398,83,15,18.07%,189,657579
005823,02144800,Vet Tech Institute of Houston,4669 Southwest Freeway,Houston,TX,77027-9881,46,6,13.04%,65,162527
004184,00366300,Wayland Baptist University,1900 West 7th Street,Plainview,TX,79072-6998,69,9,13.04%,27,46427
004186,00366500,West Texas A&M University,2501 4th Avenue,Canyon,TX,79015-0001,12,1,8.33%,4,11038
004188,00366800,Wharton County Junior College,911 Boling Highway,Wharton,TX,77488-3298,0,0,0%,18,10832
004190,00366900,Wiley College,711 Wiley Avenue,Marshall,TX,75670-5199,65,0,0%,738,841662
004194,00367100,Dixie State University,225 South 700 East,St George,UT,84770-3876,73,14,19.18%,31,128703
004220,00522000,Salt Lake Community College,4600 South Redwood Road,Salt Lake City,UT,84123-0000,169,22,13.02%,170,389547
004212,00367900,Snow College,150  East College Avenue,Ephraim,UT,84627-1299,3,0,0%,38,58144
004213,00367800,Southern Utah University,351 West Center Street,Cedar City,UT,84720-2470,59,5,8.47%,20,52645
004214,00367400,Stevens Henager College,1350 West 1890 South,West Haven,UT,84401-1420,38,22,57.89%,248,585798
004217,00367500,University of Utah,201 South 1460 East Rm 105,Salt Lake City,UT,84112-9055,1048,20,1.91%,138,408864
004218,00367700,Utah State University,1400 Old Main Hill,Logan,UT,84322-1400,493,38,7.71%,434,1246951
004219,00402700,Utah Valley University,800 West University Parkway,Orem,UT,84058-5999,45,5,11.11%,51,142884
004221,00368000,Weber State University,3850 Harrison Boulevard,Ogden,UT,84408-1001,255,4,1.57%,455,1183423
004223,00368100,Westminster College,1840 South 1300 East,Salt Lake City,UT,84105-3697,150,23,15.33%,263,637328
004909,01218300,Burlington College,351 North Avenue,Burlington,VT,05401-8477,63,23,36.51%,77,174968
004225,00368300,Castleton State College,Seminary Street,Castleton,VT,05735-0000,140,29,20.71%,562,669891
004226,00368400,Champlain College,163 South Willard Street,Burlington,VT,05401-3950,222,29,13.06%,175,263457
004227,00368500,College of Saint Joseph,71 Clement Road,Rutland,VT,05701-3899,47,13,27.66%,39,38139
004230,00368600,Goddard College,123 Pitkin Road,Plainfield,VT,05667-0000,30,10,33.33%,41,82975
004232,00368800,Johnson State College,337 College Hill,Johnson,VT,05656-9898,126,23,18.25%,211,203105
004233,00368900,Lyndon State College,1001 College Road,Lyndonville,VT,05851-0919,111,34,30.63%,208,224402
004236,00369100,Middlebury College,Old Chapel Building,Middlebury,VT,05753-0000,234,10,4.27%,147,805521
006743,02254000,New England Culinary Institute,56 College Street,Montpelier,VT,05602-3115,19,4,21.05%,18,28721
004237,00369200,Norwich University,158 Harmon Avenue,Northfield,VT,05663-1035,251,47,18.73%,219,713457
004243,00886000,SIT,1 Kipling Road,Brattleboro,VT,05302-4801,106,12,11.32%,127,225501
004242,00369400,Saint Michael's College,Winooski Park,Colchester,VT,05439-0001,211,7,3.32%,112,239502
004246,00369600,University of Vermont and State Agricultural College,85 South Prospect Street,Burlington,VT,05405-0160,859,41,4.77%,422,645201
004248,01193400,Vermont Law School,164 Chelsea Street,South Royalton,VT,05068-9998,79,1,1.27%,64,264417
004249,00369800,Vermont Technical College,1 Main Street,Randolph Center,VT,05061-0000,118,11,9.32%,235,192870
008435,03127500,Advanced Technology Institute,5700 Southern Boulevard,Virginia Beach,VA,23462-2409,4,0,0%,8,16712
004293,00372600,American National University,1813 East Main Street,Salem,VA,24153-4524,79,11,13.92%,626,1073336
004251,00370200,Averett University,420 West Main Street,Danville,VA,24541-3692,94,31,32.98%,249,728988
004254,00370400,Bridgewater College,402 East College Street,Bridgewater,VA,22812-1599,141,10,7.09%,183,433935
004259,00370500,College of William & Mary,200 Richmond Road,Williamsburg,VA,23187-8795,147,5,3.4%,33,122867
004266,01019800,ECPI University,5555 Greenwich Road,Virginia Beach,VA,23462-6542,112,22,19.64%,776,1317955
004264,00370800,Eastern Mennonite University,1200 Park Road,Harrisonburg,VA,22802-2462,154,16,10.39%,160,398595
004907,01033800,Eastern Virginia Medical School,721 Fairfax Avenue,Norfolk,VA,23501-1980,59,1,1.69%,10,144197
004267,00370900,Emory & Henry College,30461 Garnand Drive,Emory,VA,24327-0010,67,15,22.39%,174,306586
004280,00926700,Everest College,803 Diligence Drive,Newport News,VA,23606-4203,55,7,12.73%,0,0
004269,00371100,Ferrum College,215 Ferrum Mountain Road,Ferrum,VA,24088-2612,117,39,33.33%,414,494331
004271,00374900,George Mason University,4400 University Drive,Fairfax,VA,22030-4444,224,31,13.84%,214,434317
004273,00371300,Hampden Sydney College,College Road,Hampden Sydney,VA,23943-0128,53,3,5.66%,56,201271
004274,00371400,Hampton University,E Queen Street,Hampton,VA,23668-0099,286,26,9.09%,1070,2135701
004275,00371500,Hollins University,7916 Williamson Road,Roanoke,VA,24019-4421,59,5,8.47%,122,296350
004287,00372100,James Madison University,South Main Street,Harrisonburg,VA,22807-3780,198,13,6.57%,140,229926
004282,00371900,Longwood University,201 High Street,Farmville,VA,23909-1899,87,4,4.6%,63,81048
004286,00372000,Lynchburg College,1501 Lakeside Drive,Lynchburg,VA,24501-3199,155,32,20.65%,153,223916
004288,00372300,Mary Baldwin College,Frederick and New Streets,Staunton,VA,24401-3610,117,46,39.32%,242,481125
004290,00372400,Marymount University,2807 North Glebe Road,Arlington,VA,22207-4224,55,14,25.45%,97,181842
004297,00376500,Norfolk State University,700 Park Avenue,Norfolk,VA,23504-8000,155,50,32.26%,1182,1762667
004299,00372700,Northern Virginia Community College,8333 Little River Turnpike,Annandale,VA,22003-3743,96,27,28.13%,1111,1928429
004300,00372800,Old Dominion University,Hampton Boulevard,Norfolk,VA,23529-0001,105,15,14.29%,174,433381
004308,00373200,Radford University,East Main Street,Radford,VA,24142-6905,97,14,14.43%,149,429110
004310,00373300,Randolph - Macon College,204 Henry Street,Ashland,VA,23005-5505,96,12,12.5%,147,331887
004309,00373400,Randolph College,2500 Rivermont Avenue,Lynchburg,VA,24503-1526,53,4,7.55%,52,121447
004313,00373600,Roanoke College,221 College Lane,Salem,VA,24153-3794,79,15,18.99%,108,259355
004315,00373700,Shenandoah University,1460 University Drive,Winchester,VA,22601-5195,43,6,13.95%,48,276488
008221,03092700,Skyline College,5234 Airport Road NW,Roanoke,VA,24012-1603,4,0,0%,5,8377
004323,00374200,Sweet Briar College,134 Chapel Drive,Sweet Briar,VA,24595-9998,34,4,11.76%,16,83754
004289,00374600,University of Mary Washington,1301 College Avenue,Fredericksburg,VA,22401-5358,58,6,10.34%,32,152147
004326,00374400,University of Richmond,28 Westhampton Way,Richmond,VA,23173-0001,74,4,5.41%,37,131563
004327,00374500,University of Virginia,1827 University Avenue,Charlottesville,VA,22903-2600,586,32,5.46%,454,1661375
004257,00374700,University of Virginia's College at Wise (The),1 College Avenue,Wise,VA,24293-4412,22,5,22.73%,31,43633
004329,00373500,Virginia Commonwealth University,901 West Franklin Street,Richmond,VA,23284-9004,523,87,16.63%,1868,4863049
004332,00375300,Virginia Military Institute,VMI Parade,Lexington,VA,24450-2138,53,7,13.21%,46,134151
004333,00375400,Virginia Polytechnic Institute & State University,222 Burruss Hall,Blacksburg,VA,24061-2000,467,30,6.42%,295,1014040
004335,00376400,Virginia State University,1 Hayden Drive,Petersburg,VA,23806-0001,96,26,27.08%,731,1010792
004336,00376600,Virginia Union University,1500 North Lombardy Street,Richmond,VA,23220-1711,49,23,46.94%,586,527765
004337,00376700,Virginia Wesleyan College,1584 Wesleyan Drive,Norfolk,VA,23502-5599,48,8,16.67%,85,169510
004340,00376800,Washington and Lee University,204 West Washington Street,Lexington,VA,24450-0303,43,3,6.98%,56,260009
006752,02291300,Art Institute of Seattle (The),2323 Elliott Avenue,Seattle,WA,98121-1622,164,30,18.29%,511,450531
006431,02242500,Bastyr University,14500 Juanita Drive Northeast,Kenmore,WA,98028-4966,66,3,4.55%,6,21411
004347,00377000,Big Bend Community College,7662 Chanute Street,Moses Lake,WA,98837-3299,52,2,3.85%,3,12914
004350,00377100,Central Washington University,400 East University Way,Ellensburg,WA,98926-7501,351,48,13.68%,418,919940
004356,01231500,Cornish College of the Arts,1000 Lenora Street,Seattle,WA,98121-4604,37,4,10.81%,55,162951
004358,00377500,Eastern Washington University,214 Showalter Hall,Cheney,WA,99004-2444,215,14,6.51%,325,866787
004362,00815500,Evergreen State College (The),2700 Evergreen Parkway Northwest,Olympia,WA,98505-0002,176,37,21.02%,385,906516
004366,00377800,Gonzaga University,502 East Boone Avenue,Spokane,WA,99258-0083,320,13,4.06%,143,564447
004364,00377700,Heritage University,3240 Fort Road,Toppenish,WA,98948-9562,35,3,8.57%,56,114335
004391,00970400,North Seattle College,9600 College Way North,Seattle,WA,98103-3599,60,8,13.33%,11,17006
004392,00378300,Northwest University,5520 108th Avenue Northeast,Kirkland,WA,98033-7523,59,9,15.25%,118,171689
004395,00378500,Pacific Lutheran University,12180 Park Avenue,Tacoma,WA,98447-0003,352,38,10.8%,423,628633
004374,00938700,Perry Technical Institute,2011 West Washington Avenue,Yakima,WA,98903-1239,31,2,6.45%,11,24388
004363,00500000,Pierce College,9401 Farwest Drive Southwest,Lakewood,WA,98498-1919,33,4,12.12%,6,20337
004401,00379400,Saint Martin's University,5000 Abbey Way SE,Lacey,WA,98503-7500,72,16,22.22%,175,244942
004407,00378800,Seattle Pacific University,3307 Third Avenue West,Seattle,WA,98119-1997,296,28,9.46%,228,569092
004408,00379000,Seattle University,901 12th Avenue,Seattle,WA,98122-1090,351,36,10.26%,354,862446
004418,00379700,University of Puget Sound,1500 North Warner Street,Tacoma,WA,98416-0001,298,12,4.03%,194,761488
004419,00379800,University of Washington - Seattle,3917 University Way NE,Seattle,WA,98195-1122,2316,275,11.87%,949,3520495
004422,00500600,Walla Walla Community College,500 Tausick Way,Walla Walla,WA,99362-9267,47,7,14.89%,146,351431
004421,00379900,Walla Walla University,204 South College Avenue,College Place,WA,99324-1198,118,2,1.69%,109,279904
004423,00380000,Washington State University,1 Southeast Stadium Way,Pullman,WA,99164-1035,1311,221,16.86%,1551,3247221
004429,00380200,Western Washington University,516 High Street,Bellingham,WA,98225-5946,292,15,5.14%,463,1363014
004431,00380300,Whitman College,345 Boyer Street,Walla Walla,WA,99362-2067,109,4,3.67%,32,153043
004432,00380400,Whitworth University,300 West Hawthorne Road,Spokane,WA,99251-0001,195,12,6.15%,70,177052
004435,00380600,Alderson Broaddus University,College Hill Drive,Philippi,WV,26416-1051,90,15,16.67%,226,413806
004438,00380800,Bethany College,Main Street,Bethany,WV,26032-0417,124,39,31.45%,566,1385121
004439,00380900,Bluefield State College,219 Rock Street,Bluefield,WV,24701-2198,13,8,61.54%,140,166781
004443,00381000,Concord University,Vermillion Street,Athens,WV,24712-0000,139,43,30.94%,413,636690
004444,00381100,Davis & Elkins College,100 Campus Drive,Elkins,WV,26241-3996,36,10,27.78%,329,526899
004462,01035600,Everest Institute,5514 Big Tyler Road,Cross Lanes,WV,25313-1304,124,22,17.74%,0,0
004445,00381200,Fairmont State University,1201 Locust Avenue,Fairmont,WV,26554-2470,146,58,39.73%,309,469770
004451,00381500,Marshall University,One John Marshall Drive,Huntington,WV,25755-3300,245,41,16.73%,722,1522604
004454,00500800,Mountain State College,1508 Spring Street,Parkersburg,WV,26101-3993,12,2,16.67%,71,235802
004455,00381900,Ohio Valley University,1 Campus View Drive,Vienna,WV,26105-8000,31,12,38.71%,145,226293
004459,00382000,Salem International University,223 West Main Street,Salem,WV,26426-0500,45,7,15.56%,282,763076
004460,00382200,Shepherd University,301 North King Street,Shepherdstown,WV,25443-5000,65,17,26.15%,287,394542
004453,00381800,University of Charleston,2300 MacCorkle Avenue Southeast,Charleston,WV,25304-1099,60,11,18.33%,165,424509
004463,00382300,West Liberty University,208 University Drive,West Liberty,WV,26074-0295,49,9,18.37%,301,593282
005676,01086100,West Virginia Business College,1052 Main Street,Wheeling,WV,26003-2702,0,0,0%,26,30077
004467,01057300,West Virginia Junior College,1000 Virginia Street East,Charleston,WV,25301-9983,42,2,4.76%,292,581505
004468,00500700,West Virginia Junior College,148 Willey Street,Morgantown,WV,26505-5596,93,2,2.15%,129,337837
004472,00905400,West Virginia Northern Community College,1704 Market Street,Wheeling,WV,26003-3699,3,0,0%,144,124697
004447,01124500,West Virginia School of Osteopathic Medicine,400 North Lee Street,Lewisburg,WV,24901-1128,81,1,1.23%,17,51476
004473,00382600,West Virginia State University,Rt. 25 and Barron Drive,Institute,WV,25112-0000,103,52,50.49%,155,309474
004474,00382700,West Virginia University,University Avenue at College,Morgantown,WV,26506-6201,943,168,17.82%,2260,5275385
004475,00383000,West Virginia Wesleyan College,59 College Avenue,Buckannon,WV,26201-2600,68,13,19.12%,166,370367
004477,00383100,Wheeling Jesuit University,316 Washington Avenue,Wheeling,WV,26003-6243,101,20,19.8%,199,425539
004480,00383200,Alverno College,3400 South 43rd Street,Milwaukee,WI,53234-3922,46,8,17.39%,101,225662
004484,00383500,Beloit College,700 College Street,Beloit,WI,53511-5595,84,17,20.24%,165,946922
004487,00383700,Cardinal Stritch University,6801 North Yates Road,Milwaukee,WI,53217-9884,53,25,47.17%,231,341245
004489,00383800,Carroll University,100 North East Avenue,Waukesha,WI,53186-5593,103,8,7.77%,47,178568
004490,00383900,Carthage College,2001 Alford Park Drive,Kenosha,WI,53140-1994,218,50,22.94%,441,573172
004497,00384800,Edgewood College,1000 Edgewood College Drive,Madison,WI,53711-1958,79,8,10.13%,98,149420
004568,00962100,Herzing University,5218 East Terrace Drive,Madison,WI,53718-4236,30,8,26.67%,259,470084
004505,00385400,Lakeland College,W3718 South Drive,Plymouth,WI,53073-0000,50,12,24%,44,135080
004507,00385600,Lawrence University of Wisconsin,711 E. Boldt Way,Appleton,WI,54911-0000,140,6,4.29%,102,399893
004513,00386100,Marian University,45 South National Avenue,Fond Du Lac,WI,54935-4699,43,4,9.3%,119,275584
004514,00386300,Marquette University,1250 West Wisconsin Ave,Milwaukee,WI,53201-1881,823,53,6.44%,475,1931097
004515,02453500,Medical College of Wisconsin,8701 Watertown Plank Road,Milwaukee,WI,53226-0509,47,1,2.13%,16,123666
004519,00386600,Milwaukee Area Technical College,700 West State Street,Milwaukee,WI,53233-1443,0,0,0%,22,21015
004521,00386800,Milwaukee School of Engineering,1025 North Broadway,Milwaukee,WI,53202-3109,120,23,19.17%,72,210056
004523,00386900,Mount Mary University,2900 North Menomonee River Parkway,Milwaukee,WI,53222-4597,66,14,21.21%,139,297150
004529,00387500,Northland College,1411 Ellis Avenue,Ashland,WI,54806-3999,55,10,18.18%,123,380935
004532,00388400,Ripon College,300  Seward Street,Ripon,WI,54971-0248,108,15,13.89%,209,564373
004537,00389200,Saint Norbert College,100 Grant Street,DePere,WI,54115-2099,99,8,8.08%,62,178041
004551,00391700,University of Wisconsin - Eau Claire,Park & Garfield Avenue,Eau Claire,WI,54702-4004,595,30,5.04%,249,907476
008172,00389900,University of Wisconsin - Green Bay,2420 Nicolet Drive,Green Bay,WI,54311-7001,217,2,.92%,144,293504
004552,00391900,University of Wisconsin - LaCrosse,1725 State Street,La Crosse,WI,54601-3742,187,12,6.42%,153,448331
